,PosSite_Di,NegSite_Di,Local-Stru,Local-Quat,Local-Qu_1,Local-Qu_2,Quaternary,Quaterna_1,GeodeticSt,Quaterna_2,FaultRecen,FaultSlipD,Earthquake,HorizGravi,HorizMagne,GravityDen,MagneticDe,Heatflow,Geochemist,Local-St_1,Local-Qu_3,Local-Qu_4,Local-Qu_5,Quaterna_3,HorizGra_1,Geodetic_1,Quaterna_4,FaultRec_1,Earthqua_1,Heatflow_E,HorizGra_2,HorizMag_1,Hillshade-,DEM-30m,Fairway
501486,12947.7109543,495.30400636,0.0,0.0,0.0,0.0,1,2,0.408452,-2.7539001,1.63243,0.77751,0.929419,0.0017223,5.4e-06,7,17,90.4455032,-9999.0,0.0,0.0,0.0,0.0,0.1,0.258436,0.811442,0.400251,0.200133,0.417171,20.6007996,0.369239,2,179,1897,38.9188004
501487,12870.3491413,384.23484197,0.0,0.0,0.0,0.0,1,1,0.408452,-2.7539001,1.63243,0.774057,0.977724,0.0019118,5.5e-06,7,16,90.5239029,-9999.0,0.0,0.0,0.0,0.0,0.1,0.250788,0.811442,0.4,0.2,0.413906,20.5674992,0.356507,2,177,1891,38.9463005
501488,12797.4042321,418.26638503,0.0,0.0,0.0,0.0,1,2,0.408452,-2.79493,1.55076,0.783395,0.977724,0.0023477,5.6e-06,8,16,90.6027985,-9999.0,0.0,0.0,0.0,0.0,0.1,0.250788,0.811442,0.400251,0.200133,0.413906,20.5331993,0.420169,2,177,1888,39.0828018
501489,12728.9521619,572.06391593,0.0,0.0,0.0,0.0,1,3,0.408452,-2.79493,1.55076,0.79063,0.977724,0.0027821,5.7e-06,9,15,90.6821976,-9999.0,0.0,0.0,0.0,0.0,0.1,0.251278,0.805181,0.400501,0.200266,0.413906,20.4976997,0.407437,2,178,1887,39.0863991
501490,12665.0657797,777.53937455,0.0,0.0,0.0,0.0,1,3,0.408452,-2.79493,1.55076,0.797243,0.977724,0.0030606,5.8e-06,10,15,90.7634964,-9999.0,0.0,0.0,0.0,0.0,0.1,0.252258,0.805181,0.400501,0.200266,0.413906,20.4606991,0.356507,2,178,1884,39.0934982
501491,12605.8145022,1003.43302419,0.0,0.0,0.0,0.0,1,2,0.408452,-2.79493,1.55076,0.799193,0.977724,0.0031268,5.9e-06,11,14,90.847702,-9999.0,0.0,0.0,0.0,0.0,0.1,0.252258,0.805181,0.400251,0.200133,0.413906,20.4218998,0.381972,2,179,1883,39.0934982
501778,9137.65088984,919.17662004,0.0,0.0,0.0,0.0,0,15,0.296643,-2.7535601,2.59886,0.867355,1.2174799,0.0007866,3.2e-06,24,22,65.4768982,-9999.0,0.0,0.0,0.0,0.0,0.1,0.234168,0.682827,0.446471,0.224546,0.397698,21.2761002,0.101859,4,153,2124,34.0057983
501779,9045.49149458,689.43903457,0.0,0.0,0.0,0.0,0,14,0.296643,-2.7535601,2.59886,0.866615,1.2174799,0.0008982,2.5e-06,23,22,65.4773026,-9999.0,0.0,0.0,0.0,0.0,0.1,0.323782,0.682827,0.440361,0.221327,0.397698,21.2525005,0.101859,4,162,2105,34.0057983
501780,8959.362085119998,480.3818335,0.0,0.0,0.0,0.0,0,13,0.326606,-2.77192,2.6212001,0.866237,1.2174799,0.0009892,1.9e-06,23,22,65.4810028,-9999.0,0.0,0.0,0.0,0.0,0.1,0.3252,0.682827,0.434626,0.218303,0.397698,21.2304001,0.114592,4,177,2085,33.9813995
501781,8879.43813346,333.47747978,0.0,0.0,0.0,0.0,0,12,0.326606,-2.77192,2.6212001,0.865459,1.2174799,0.0010694,1.4e-06,22,22,65.4878998,-9999.0,0.0,0.0,0.0,0.0,0.1,0.3252,0.682985,0.429283,0.215484,0.397698,21.2098999,0.127324,4,175,2087,33.9813995
501782,8805.888607049998,341.53733776,0.0,0.0,0.0,0.0,0,11,0.326606,-2.77192,2.6212001,0.864093,1.2174799,0.0011492,1.4e-06,22,22,65.4980011,-9999.0,0.0,0.0,0.0,0.0,0.1,0.235772,0.682985,0.424346,0.212878,0.397698,21.191,0.140056,4,175,2065,33.9770012
501783,8738.87445576,497.07974878,0.0,0.0,0.0,0.0,0,10,0.326606,-2.77192,2.6212001,0.862826,1.2174799,0.0012339,1.8e-06,21,22,65.5114975,-9999.0,0.0,0.0,0.0,0.0,0.1,0.233797,0.682985,0.419829,0.210491,0.397698,21.1737003,0.140056,4,189,2051,33.9518013
501784,8678.54707582,708.89265775,0.0,0.0,0.0,0.0,0,9,0.326606,-2.7792499,2.6343999,0.86137,1.2174799,0.001318,2.4e-06,20,22,65.5285034,-9999.0,0.0,0.0,0.0,0.0,0.1,0.157038,0.682985,0.415746,0.208333,0.397698,21.1581001,0.152789,4,188,2071,33.8858986
501785,8625.046779059998,939.66447404,0.0,0.0,0.0,0.0,0,8,0.326606,-2.7792499,2.6343999,0.859921,1.2174799,0.0013828,3.2e-06,19,21,65.5487976,-9999.0,0.0,0.0,0.0,0.0,0.1,0.155495,0.683093,0.412109,0.20641,0.397698,21.1441994,0.152789,4,177,2049,33.8725014
502355,13349.6367225,830.26394587,0.0,0.0,0.0,0.0,0,4,0.408452,-2.7539001,1.63243,0.769193,0.929419,0.0021941,5.3e-06,7,19,90.3180008,-9999.0,0.0,0.0,0.0,0.0,0.1,0.265182,0.817895,0.402251,0.201193,0.417171,20.6476002,0.407437,2,180,1892,34.5589981
502356,13265.1976496,584.50712132,0.0,0.0,0.0,0.0,0,3,0.408452,-2.7539001,1.63243,0.772117,0.929419,0.001813,5.4e-06,7,18,90.3975983,-9999.0,0.0,0.0,0.0,0.0,0.1,0.265182,0.811442,0.401002,0.200531,0.417171,20.6158009,0.381972,2,181,1900,34.5589981
502357,13184.9587313,344.90423299,0.0,0.0,0.0,0.0,1,2,0.408452,-2.7539001,1.63243,0.773294,0.977724,0.0015871,5.5e-06,7,17,90.4776993,-9999.0,0.0,0.0,0.0,0.0,0.1,0.24696,0.811442,0.400251,0.200133,0.413906,20.5827999,0.381972,2,179,1899,38.9183998
502358,13108.9970939,145.83992937,0.0,0.0,0.0,0.0,1,1,0.408452,-2.7539001,1.63243,0.771649,0.977724,0.0017389,5.6e-06,7,17,90.5585022,-9999.0,0.0,0.0,0.0,0.0,0.1,0.241328,0.811442,0.4,0.2,0.413906,20.5485992,0.369239,2,177,1893,38.8773003
502359,13037.3875017,220.40789474,0.0,0.0,0.0,0.0,1,1,0.408452,-2.79493,1.55076,0.782152,0.977724,0.002217,5.7e-06,8,16,90.639801,-9999.0,0.0,0.0,0.0,0.0,0.1,0.241328,0.811442,0.4,0.2,0.413906,20.5133991,0.420169,2,178,1891,39.0138016
502360,12970.2020389,448.20753577,0.0,0.0,0.0,0.0,1,2,0.408452,-2.79493,1.55076,0.784441,0.977724,0.0027512,5.8e-06,9,15,90.7217026,-9999.0,0.0,0.0,0.0,0.0,0.1,0.245586,0.805181,0.400251,0.200133,0.413906,20.4771004,0.369239,2,177,1888,39.044899
502361,12907.5097905,691.52031799,0.0,0.0,0.0,0.0,0,3,0.408452,-2.79493,1.55076,0.786616,0.977724,0.0031383,5.9e-06,10,15,90.8054962,-9999.0,0.0,0.0,0.0,0.0,0.1,0.250587,0.805181,0.401002,0.200531,0.413906,20.4391994,0.381972,2,178,1887,34.6729012
502362,12849.376524,938.3553193,0.0,0.0,0.0,0.0,0,3,0.408452,-2.79493,1.55076,0.785958,0.977724,0.0032873,6e-06,11,14,90.8923035,-9999.0,0.0,0.0,0.0,0.0,0.1,0.250587,0.805181,0.401002,0.200531,0.413906,20.3994999,0.381972,2,179,1891,34.6729012
502649,8906.95923075,1031.5315628,0.0,0.0,0.0,0.0,0,16,0.296643,-2.7535601,2.59886,0.86794,1.2174799,0.0008177,3.4e-06,23,21,65.3585968,-9999.0,0.0,0.0,0.0,0.0,0.1,0.323072,0.682827,0.446471,0.224546,0.397698,21.1984005,0.0891268,4,163,2136,33.9930992
502650,8812.38760677,833.3653992199999,0.0,0.0,0.0,0.0,0,15,0.296643,-2.7535601,2.59886,0.86768,1.2174799,0.0009229,2.8e-06,23,21,65.3569031,-9999.0,0.0,0.0,0.0,0.0,0.1,0.323072,0.682827,0.440361,0.221327,0.397698,21.1741009,0.114592,4,148,2113,33.9930992
502651,8723.9571254,670.77448682,0.0,0.0,0.0,0.0,0,14,0.326606,-2.77192,2.6212001,0.867011,1.2174799,0.0010087,2e-06,22,22,65.3583984,-9999.0,0.0,0.0,0.0,0.0,0.1,0.234216,0.682827,0.434626,0.218303,0.397698,21.1513996,0.114592,4,177,2085,33.9571991
502652,8641.856312129998,574.78599125,0.0,0.0,0.0,0.0,0,13,0.326606,-2.77192,2.6212001,0.866116,1.2174799,0.0010894,1.4e-06,22,22,65.3632965,-9999.0,0.0,0.0,0.0,0.0,0.1,0.234216,0.682985,0.429283,0.215484,0.397698,21.1301994,0.127324,4,164,2079,33.9571991
502653,8566.26716331,579.49931777,0.0,0.0,0.0,0.0,0,12,0.326606,-2.77192,2.6212001,0.865472,1.2174799,0.0011783,1.1e-06,22,22,65.3715973,-9999.0,0.0,0.0,0.0,0.0,0.1,0.232919,0.682985,0.424346,0.212878,0.397698,21.1107006,0.140056,4,170,2061,33.9404984
502654,8497.36345622,682.83232412,0.0,0.0,0.0,0.0,0,11,0.326606,-2.77192,2.6212001,0.864133,1.2174799,0.0012811,1.3e-06,21,22,65.3833008,-9999.0,0.0,0.0,0.0,0.0,0.1,0.151582,0.682985,0.419829,0.210491,0.397698,21.0928993,0.152789,4,171,2052,33.9040985
502655,8435.309022249998,849.5295794899998,0.0,0.0,0.0,0.0,0,10,0.326606,-2.7792499,2.6343999,0.862799,1.24304,0.0013873,1.9e-06,20,22,65.3984985,-9999.0,0.0,0.0,0.0,0.0,0.1,0.151582,0.682985,0.415746,0.208333,0.395971,21.0767994,0.152789,4,178,2035,33.882
503225,13584.4660702,829.44022752,0.0,0.0,0.0,0.0,0,5,0.408452,-2.6902699,1.70263,0.767278,0.929419,0.0021969,5.3e-06,7,19,90.3432007,-9999.0,0.0,0.0,0.0,0.0,0.1,0.265182,0.817895,0.402501,0.201325,0.417171,20.6320992,0.381972,2,184,1896,34.5157013
503226,13501.4957125,583.33647759,0.0,0.0,0.0,0.0,0,4,0.408452,-2.6902699,1.70263,0.769759,0.977724,0.0018723,5.4e-06,7,18,90.4251022,-9999.0,0.0,0.0,0.0,0.0,0.1,0.265182,0.811442,0.401252,0.200664,0.413906,20.5993996,0.369239,2,180,1902,34.5985985
503227,13422.6694266,342.91660962,0.0,0.0,0.0,0.0,1,3,0.408452,-2.6902699,1.70263,0.771603,0.977724,0.001622,5.5e-06,7,18,90.5075989,-9999.0,0.0,0.0,0.0,0.0,0.1,0.24696,0.811442,0.400501,0.200266,0.413906,20.5655003,0.381972,2,178,1899,38.8750992
503228,13348.0606306,141.07500209,0.0,0.0,0.0,0.0,1,2,0.408452,-2.6902699,1.70263,0.773277,0.977724,0.0016484,5.6e-06,8,17,90.5907974,-9999.0,0.0,0.0,0.0,0.0,0.1,0.241328,0.811442,0.400251,0.200133,0.413906,20.5305996,0.369239,2,180,1895,38.8339996
503229,13277.7404199,217.28440183,0.0,0.0,0.0,0.0,1,1,0.408452,-2.7142701,1.64948,0.779661,0.977724,0.0020492,5.7e-06,8,16,90.6744995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.241328,0.811442,0.4,0.2,0.413906,20.4944,0.381972,2,176,1895,38.9166985
503230,13211.7772734,446.67982531,0.0,0.0,0.0,0.0,1,2,0.408452,-2.7142701,1.64948,0.780552,0.977724,0.0026138,5.8e-06,9,16,90.7589035,-9999.0,0.0,0.0,0.0,0.0,0.1,0.245586,0.805181,0.400251,0.200133,0.413906,20.4571991,0.369239,2,179,1889,38.9477997
503231,13150.2367577,690.53111545,0.0,0.0,0.0,0.0,0,3,0.408452,-2.7142701,1.64948,0.779246,0.977724,0.0030867,5.9e-06,10,15,90.8451004,-9999.0,0.0,0.0,0.0,0.0,0.1,0.250587,0.805181,0.401002,0.200531,0.413906,20.4183998,0.407437,2,179,1893,34.5756989
503232,13093.1812347,937.62656557,0.0,0.0,0.0,0.0,0,4,0.408452,-2.7142701,1.64948,0.776891,0.977724,0.0033211,6e-06,12,15,90.9343033,-9999.0,0.0,0.0,0.0,0.0,0.1,0.250587,0.805181,0.402251,0.201193,0.413906,20.3778,0.407437,2,178,1889,34.5756989
503520,8580.235095,1019.15140918,0.0,0.0,0.0,0.0,0,15,0.296643,-2.7589099,2.5975299,0.868064,1.2174799,0.0009635,3.1e-06,22,21,65.2375031,-9999.0,0.0,0.0,0.0,0.0,0.1,0.233186,0.678197,0.440588,0.221447,0.397698,21.0949993,0.114592,4,164,2114,33.9911003
503521,8489.38671985,891.12856446,0.0,0.0,0.0,0.0,0,14,0.326606,-2.7646999,2.61064,0.867357,1.2174799,0.0010441,2.3e-06,22,21,65.2369995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.234216,0.678197,0.434857,0.218425,0.397698,21.0716,0.114592,4,173,2089,34.0064011
503522,8404.99491214,821.31032013,0.0,0.0,0.0,0.0,0,13,0.326606,-2.7646999,2.61064,0.866823,1.2174799,0.001127,1.6e-06,22,21,65.2398987,-9999.0,0.0,0.0,0.0,0.0,0.1,0.234216,0.678396,0.429517,0.215607,0.397698,21.0498009,0.127324,4,173,2087,34.0064011
503523,8327.25597462,824.61576841,0.0,0.0,0.0,0.0,0,12,0.326606,-2.7646999,2.61064,0.866082,1.2174799,0.0012274,9e-07,21,21,65.2462006,-9999.0,0.0,0.0,0.0,0.0,0.1,0.155728,0.678396,0.424582,0.213002,0.397698,21.0296993,0.140056,4,174,2065,33.9896011
503524,8256.35783264,900.23979532,0.0,0.0,0.0,0.0,0,11,0.326606,-2.7646999,2.61064,0.864857,1.2174799,0.001348,7e-07,21,22,65.2561035,-9999.0,0.0,0.0,0.0,0.0,0.1,0.151582,0.678396,0.420068,0.210618,0.397698,21.0112991,0.152789,4,167,2054,33.9532013
503525,8192.47808995,1032.41087395,0.0,0.0,0.0,0.0,0,10,0.326606,-2.7662201,2.6208501,0.863742,1.24304,0.0014693,1.2e-06,20,21,65.2695999,-9999.0,0.0,0.0,0.0,0.0,0.1,0.151582,0.678396,0.415987,0.208461,0.395971,20.9948006,0.152789,4,164,2035,33.9584999
504095,13819.8276473,900.89064944,0.0,0.0,0.0,0.0,0,5,0.408452,-2.6902699,1.70263,0.765067,0.929419,0.0022524,5.4e-06,7,20,90.3665009,-9999.0,0.0,0.0,0.0,0.0,0.1,0.252466,0.817895,0.403248,0.201721,0.417171,20.6170006,0.394704,2,185,1899,34.4238014
504096,13738.2787955,681.11255847,0.0,0.0,0.0,0.0,0,4,0.408452,-2.6902699,1.70263,0.767576,0.977724,0.0019835,5.5e-06,7,19,90.4501038,-9999.0,0.0,0.0,0.0,0.0,0.1,0.252466,0.811442,0.402002,0.201061,0.413906,20.5835991,0.381972,2,179,1902,34.5066986
504097,13660.8188746,491.14628408,0.0,0.0,0.0,0.0,0,3,0.408452,-2.6902699,1.70263,0.770455,0.977724,0.001719,5.6e-06,8,18,90.5348969,-9999.0,0.0,0.0,0.0,0.0,0.1,0.232728,0.811442,0.401002,0.200531,0.413906,20.5489006,0.369239,2,177,1898,34.3622017
504098,13587.5178155,378.86016871,0.0,0.0,0.0,0.0,1,2,0.408452,-2.6902699,1.70263,0.774618,0.977724,0.0015877,5.7e-06,8,18,90.6203995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.22829,0.811442,0.400251,0.200133,0.413906,20.5130997,0.381972,2,181,1900,38.7378998
504099,13518.4432702,413.33446807,0.0,0.0,0.0,0.0,1,1,0.408452,-2.7142701,1.64948,0.79679,0.977724,0.0018132,5.8e-06,9,17,90.7064972,-9999.0,0.0,0.0,0.0,0.0,0.1,0.22829,0.811442,0.4,0.2,0.413906,20.4761009,0.369239,2,176,1895,38.8205986
504100,13453.6603387,568.46788613,0.0,0.0,0.0,0.0,1,2,0.408452,-2.7142701,1.64948,0.777354,0.977724,0.0023419,5.9e-06,10,16,90.7931976,-9999.0,0.0,0.0,0.0,0.0,0.1,0.235261,0.805181,0.400251,0.200133,0.413906,20.4379997,0.407437,2,179,1892,38.8721008
504101,13393.2312969,774.89747233,0.0,0.0,0.0,0.0,0,3,0.408452,-2.7142701,1.64948,0.773383,0.977724,0.0028771,5.9e-06,11,15,90.881897,-9999.0,0.0,0.0,0.0,0.0,0.1,0.243485,0.805181,0.401002,0.200531,0.413906,20.3983002,0.381972,2,179,1893,34.5239983
504102,13337.2153253,1001.38726159,0.0,0.0,0.0,0.0,0,4,0.408452,-2.7142701,1.64948,0.770796,0.977724,0.0031981,6e-06,12,15,90.9735031,-9999.0,0.0,0.0,0.0,0.0,0.1,0.243485,0.805181,0.402251,0.201193,0.413906,20.3568001,0.394704,2,177,1891,34.5239983
504964,14055.6947175,1029.67802417,0.0,0.0,0.0,0.0,0,5,0.408452,-2.6902699,1.70263,0.76246,0.977724,0.0023002,5.4e-06,8,21,90.3928986,-9999.0,0.0,0.0,0.0,0.0,0.1,0.242327,0.81696,0.403994,0.202116,0.413906,20.6007004,0.394704,2,184,1902,34.4328003
504965,13975.5222462,844.1251024099998,0.0,0.0,0.0,0.0,0,4,0.408452,-2.6902699,1.70263,0.765513,0.977724,0.0020467,5.5e-06,8,20,90.4782028,-9999.0,0.0,0.0,0.0,0.0,0.1,0.242327,0.81037,0.402251,0.201193,0.413906,20.5667,0.420169,2,180,1904,34.4328003
504966,13899.3845229,699.89823802,0.0,0.0,0.0,0.0,0,3,0.408452,-2.6902699,1.70263,0.769199,0.977724,0.0017492,5.6e-06,8,19,90.5646973,-9999.0,0.0,0.0,0.0,0.0,0.1,0.221878,0.81037,0.401002,0.200531,0.413906,20.5312996,0.381972,2,178,1901,34.2817001
504967,13827.3481976,626.23310249,0.0,0.0,0.0,0.0,1,2,0.408452,-2.6902699,1.70263,0.774781,0.977724,0.0014634,5.7e-06,9,18,90.6519012,-9999.0,0.0,0.0,0.0,0.0,0.1,0.218066,0.81037,0.400251,0.200133,0.413906,20.4948006,0.394704,2,178,1901,38.6615982
504968,13759.4776877,647.67140875,0.0,0.0,0.0,0.0,1,1,0.408452,-2.7142701,1.64948,0.780957,0.977724,0.0014775,5.8e-06,9,17,90.7397003,-9999.0,0.0,0.0,0.0,0.0,0.1,0.218066,0.81037,0.4,0.2,0.413906,20.4570999,0.356507,2,179,1896,38.7443008
504969,13695.8349253,756.16705084,0.0,0.0,0.0,0.0,1,2,0.408452,-2.7142701,1.64948,0.775736,0.977724,0.0019454,5.9e-06,10,16,90.8282013,-9999.0,0.0,0.0,0.0,0.0,0.1,0.226088,0.803971,0.400251,0.200133,0.413906,20.4181995,0.407437,2,179,1895,38.8041992
504970,13636.4791043,921.46566069,0.0,0.0,0.0,0.0,0,3,0.408452,-2.7142701,1.64948,0.769669,0.977724,0.0025357,5.9e-06,12,16,90.9187012,-9999.0,0.0,0.0,0.0,0.0,0.1,0.235985,0.803971,0.401002,0.200531,0.413906,20.3778992,0.432901,2,178,1894,34.4688988
505834,14213.2030114,1042.19962567,0.0,0.0,0.0,0.0,0,4,0.408452,-2.6902699,1.70263,0.76305,0.977724,0.0020011,5.4e-06,8,21,90.5086975,-9999.0,0.0,0.0,0.0,0.0,0.1,0.242327,0.81037,0.402251,0.201193,0.413906,20.5487995,0.369239,2,179,1904,34.4328003
505835,14138.3453029,929.24184947,0.0,0.0,0.0,0.0,0,3,0.408452,-2.6902699,1.70263,0.767215,0.977724,0.0016477,5.5e-06,9,20,90.5968018,-9999.0,0.0,0.0,0.0,0.0,0.1,0.221878,0.81037,0.401002,0.200531,0.413906,20.5128002,0.343775,2,179,1901,34.2817001
505836,14067.5326894,875.1004341599998,0.0,0.0,0.0,0.0,1,2,0.408452,-2.6902699,1.70263,0.774695,0.929419,0.0012365,5.6e-06,9,18,90.6856995,-9999.0,0.0,0.0,0.0,0.0,0.1,0.218066,0.81037,0.400251,0.200133,0.417171,20.4755001,0.356507,2,179,1899,38.578701
505837,14000.826548,890.5678665499998,0.0,0.0,0.0,0.0,1,1,0.408452,-2.7142701,1.64948,0.799793,0.929419,0.0010772,5.7e-06,10,18,90.7752991,-9999.0,0.0,0.0,0.0,0.0,0.1,0.218066,0.81037,0.4,0.2,0.417171,20.4372005,0.31831,2,178,1897,38.6613998
505838,13938.2858376,972.32786651,0.0,0.0,0.0,0.0,1,2,0.408452,-2.7142701,1.64948,0.775591,0.929419,0.0015225,5.8e-06,11,17,90.8655014,-9999.0,0.0,0.0,0.0,0.0,0.1,0.226088,0.803971,0.400251,0.200133,0.417171,20.3976002,0.356507,2,179,1893,38.7212982
519448,27993.4465951,947.05634552,0.0,0.0,0.0,0.0,0,25,0.252575,-1.30766,1.8480099,0.857215,1.60746,0.0017953,7e-06,24,21,79.4886017,-9999.0,0.0,0.0,0.0,0.0,0.1,0.463886,0.646939,0.520754,0.263544,0.371336,20.3875008,0.0891268,2,180,1793,37.0668983
519449,28104.4109394,858.8245089299999,0.0,0.0,0.0,0.0,0,24,0.252575,-1.30766,1.8480099,0.859004,1.62839,0.0024687,7.1e-06,21,20,79.3069,-9999.0,0.0,0.0,0.0,0.0,0.1,0.516769,0.646939,0.512009,0.258965,0.369921,20.4712009,0.0891268,2,180,1793,37.7178993
519450,28217.1539356,838.59606051,0.0,0.0,0.0,0.0,0,23,0.252575,-1.30766,1.8480099,0.861096,1.63849,0.0031662,7.2e-06,17,19,79.1275024,-9999.0,0.0,0.0,0.0,0.0,0.1,0.579564,0.646939,0.503511,0.254512,0.369238,20.5536995,0.101859,2,180,1793,38.3499985
519451,28331.65435,891.01468465,0.0,0.0,0.0,0.0,0,22,0.252575,-1.30766,1.8480099,0.862771,1.65801,0.003858,7.2e-06,14,18,78.9504013,-9999.0,0.0,0.0,0.0,0.0,0.1,0.579564,0.646939,0.495273,0.250193,0.367918,20.6348991,0.101859,2,180,1793,38.3834991
519452,28447.890962,1004.77409592,0.0,0.0,0.0,0.0,0,21,0.230449,-1.24726,1.8224,0.864608,1.64836,0.0045054,7.2e-06,11,18,78.7754974,-9999.0,0.0,0.0,0.0,0.0,0.1,0.587476,0.646113,0.487307,0.246014,0.368571,20.7150002,0.114592,2,180,1793,39.1026993
520234,27659.1490904,908.51571931,0.0,0.0,0.0,0.0,0,26,0.230449,-1.32029,1.87561,0.856286,1.61805,0.0011846,6.7e-06,27,21,79.8753967,-9999.0,0.0,0.0,0.0,0.0,0.1,0.55401,0.641896,0.531813,0.269331,0.37062,20.3206997,0.0763944,2,180,1793,36.963501
520235,27769.198591,735.5709536099998,0.0,0.0,0.0,0.0,0,26,0.230449,-1.29618,1.84462,0.857417,1.62839,0.0018168,6.9e-06,25,20,79.691803,-9999.0,0.0,0.0,0.0,0.0,0.1,0.465754,0.641896,0.522869,0.264651,0.369921,20.4050999,0.0763944,2,180,1793,37.1170006
520236,27881.0554384,617.8417624,0.0,0.0,0.0,0.0,0,25,0.230449,-1.29618,1.84462,0.858818,1.61805,0.0024898,7.1e-06,21,19,79.5103989,-9999.0,0.0,0.0,0.0,0.0,0.1,0.518948,0.641896,0.514161,0.260091,0.37062,20.4883003,0.0891268,2,180,1793,37.7127991
520237,27994.6979684,589.39991425,0.0,0.0,0.0,0.0,0,24,0.230449,-1.29618,1.84462,0.860751,1.61805,0.0031855,7.1e-06,18,19,79.3311996,-9999.0,0.0,0.0,0.0,0.0,0.1,0.581925,0.641896,0.505699,0.255659,0.37062,20.5704002,0.0891268,2,180,1793,38.3263016
520238,28110.1045234,661.85804708,0.0,0.0,0.0,0.0,0,23,0.230449,-1.29618,1.84462,0.862566,1.62839,0.0038761,7.1e-06,14,18,79.1541977,-9999.0,0.0,0.0,0.0,0.0,0.1,0.518301,0.641896,0.497497,0.251359,0.369921,20.6511993,0.101859,2,179,1793,38.344101
520239,28227.2534671,808.52946146,0.0,0.0,0.0,0.0,0,22,0.207487,-1.22277,1.8095599,0.865032,1.64836,0.0045233,7.1e-06,11,17,78.9794006,-9999.0,0.0,0.0,0.0,0.0,0.1,0.590136,0.64099,0.489567,0.2472,0.368571,20.7306995,0.114592,2,180,1793,39.1635017
520240,28346.1231965,997.18789885,0.0,0.0,0.0,0.0,0,21,0.207487,-1.22277,1.8095599,0.86606,1.64836,0.0050909,7.1e-06,9,17,78.8068008,-9999.0,0.0,0.0,0.0,0.0,0.1,0.590136,0.64099,0.481923,0.243188,0.368571,20.8090992,0.127324,2,180,1792,39.1635017
521016,27325.3363116,1001.94106757,0.0,0.0,0.0,0.0,0,28,0.230449,-1.32029,1.87561,0.854817,1.60746,0.0006313,6.5e-06,29,21,80.2589035,-9999.0,0.0,0.0,0.0,0.0,0.1,0.522149,0.642893,0.543386,0.275382,0.371336,20.2530994,0.0763944,2,180,1793,36.3577003
521017,27434.4467143,771.0705016099998,0.0,0.0,0.0,0.0,0,27,0.230449,-1.32029,1.87561,0.855881,1.61805,0.0012166,6.7e-06,28,20,80.0735016,-9999.0,0.0,0.0,0.0,0.0,0.1,0.55401,0.641896,0.53426,0.270611,0.37062,20.3383007,0.0763944,2,179,1793,36.963501
521018,27545.3939615,556.96816248,0.0,0.0,0.0,0.0,0,26,0.230449,-1.29618,1.84462,0.857113,1.63849,0.0018537,6.9e-06,25,20,79.8902969,-9999.0,0.0,0.0,0.0,0.0,0.1,0.55401,0.641896,0.525358,0.265954,0.369238,20.4221992,0.0763944,2,181,1792,37.1343994
521019,27658.1559485,388.42933666,0.0,0.0,0.0,0.0,0,25,0.230449,-1.29618,1.84462,0.858444,1.62839,0.0025231,7e-06,22,19,79.7092972,-9999.0,0.0,0.0,0.0,0.0,0.1,0.518948,0.641896,0.516692,0.261417,0.369921,20.5049992,0.0763944,2,180,1792,37.7304993
521020,27772.7105708,341.38126067,0.0,0.0,0.0,0.0,0,24,0.230449,-1.29618,1.84462,0.860388,1.62839,0.0032101,7.1e-06,18,18,79.5305023,-9999.0,0.0,0.0,0.0,0.0,0.1,0.581925,0.641896,0.508272,0.257007,0.369921,20.5865993,0.0891268,2,180,1792,38.344101
521021,27889.0357386,455.19773802,0.0,0.0,0.0,0.0,0,23,0.230449,-1.29618,1.84462,0.862764,1.61805,0.0038896,7.1e-06,15,18,79.3537979,-9999.0,0.0,0.0,0.0,0.0,0.1,0.518301,0.641896,0.500112,0.25273,0.37062,20.6669998,0.101859,2,180,1793,38.3263016
521022,28007.1093904,650.28362755,0.0,0.0,0.0,0.0,0,22,0.207487,-1.22277,1.8095599,0.865514,1.64836,0.004527,7e-06,12,17,79.1791,-9999.0,0.0,0.0,0.0,0.0,0.1,0.590136,0.64099,0.492224,0.248594,0.368571,20.7460995,0.114592,2,180,1792,39.1635017
521023,28126.9095065,873.8035316,0.0,0.0,0.0,0.0,0,21,0.207487,-1.22277,1.8095599,0.865579,1.64836,0.0050888,7e-06,9,17,79.0065994,-9999.0,0.0,0.0,0.0,0.0,0.1,0.590136,0.64099,0.484623,0.244605,0.368571,20.8239002,0.127324,2,180,1792,39.1635017
521796,27100.1723731,947.64698549,0.0,0.0,0.0,0.0,0,28,0.230449,-1.32029,1.87561,0.854515,1.60746,0.0006588,6.6e-06,29,20,80.4517975,-9999.0,0.0,0.0,0.0,0.0,0.1,0.523303,0.642893,0.546149,0.276827,0.371336,20.2707005,0.0763944,2,180,1793,36.3841019
521797,27210.185678,699.06982818,0.0,0.0,0.0,0.0,0,27,0.230449,-1.32029,1.87561,0.855193,1.62839,0.0012634,6.8e-06,28,20,80.2669983,-9999.0,0.0,0.0,0.0,0.0,0.1,0.555798,0.641896,0.53707,0.27208,0.369921,20.3554001,0.0763944,2,179,1792,37.0087013
